@relation complex8_clustered

@attribute Instance_number numeric
@attribute x numeric
@attribute y numeric
@attribute class {0,1,2,3,4,5,6,7}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6}

@data
2374,608.915,350.525,7,cluster0
2375,609.239,223.566,7,cluster0
2376,609.287,179.413,7,cluster0
2377,609.635,278.034,7,cluster0
2378,609.773,147.967,7,cluster0
2379,609.962,319.468,7,cluster0
2380,610.173,319.096,7,cluster0
2381,610.265,203.962,7,cluster0
2382,610.402,231.619,7,cluster0
2383,610.71,298.128,7,cluster0
2384,610.928,176.848,7,cluster0
2385,611.057,209.789,7,cluster0
2386,611.292,347.619,7,cluster0
2387,611.407,127.679,7,cluster0
2388,611.549,365.704,7,cluster0
2389,611.839,177.838,7,cluster0
2390,612.234,268.038,7,cluster0
2391,612.521,203.777,7,cluster0
2392,612.663,285.108,7,cluster0
2393,612.759,346.325,7,cluster0
2394,613.265,211.308,7,cluster0
2395,613.42,267.645,7,cluster0
2396,613.73,369.371,7,cluster0
2397,613.927,168.511,7,cluster0
2398,614.175,162.138,7,cluster0
2399,614.349,316.53,7,cluster0
2400,614.877,357.195,7,cluster0
2401,615.224,153.596,7,cluster0
2402,615.307,166.364,7,cluster0
2403,615.343,305.332,7,cluster0
2404,615.473,243.94,7,cluster0
2405,615.647,170.137,7,cluster0
2406,615.857,348.684,7,cluster0
2407,615.976,297.076,7,cluster0
2408,616.189,294.695,7,cluster0
2409,616.567,234.514,7,cluster0
2410,616.625,234.837,7,cluster0
2411,616.789,157.771,7,cluster0
2412,616.984,304.459,7,cluster0
2413,617.082,309.042,7,cluster0
2414,617.209,166.945,7,cluster0
2415,617.359,340.698,7,cluster0
2416,617.576,138.562,7,cluster0
2417,617.786,206.85,7,cluster0
2418,618.009,307.813,7,cluster0
2419,618.304,214.915,7,cluster0
2420,618.357,202.963,7,cluster0
2421,618.506,198.618,7,cluster0
2422,618.613,236.333,7,cluster0
2423,618.863,162.446,7,cluster0
2424,619.34,276.388,7,cluster0
2425,619.418,175.424,7,cluster0
2426,619.453,228.333,7,cluster0
2427,619.66,262.822,7,cluster0
2428,619.905,177.5,7,cluster0
2429,620.082,359.154,7,cluster0
2430,620.327,337.93,7,cluster0
2431,620.758,155.255,7,cluster0
2432,620.875,172.556,7,cluster0
2433,620.931,216.611,7,cluster0
2434,621.161,256.027,7,cluster0
2435,621.269,210.442,7,cluster0
2436,621.755,358.685,7,cluster0
2437,621.881,156.251,7,cluster0
2438,621.987,150.63,7,cluster0
2439,622.036,359.822,7,cluster0
2440,622.132,167.384,7,cluster0
2441,622.57,277.084,7,cluster0
2442,622.811,325.948,7,cluster0
2443,622.995,293.109,7,cluster0
2444,623.156,344.808,7,cluster0
2445,623.327,319.128,7,cluster0
2446,623.618,290.868,7,cluster0
2447,623.724,277.57,7,cluster0
2448,623.768,270.129,7,cluster0
2449,624.131,208.597,7,cluster0
2450,624.215,200.356,7,cluster0
2451,624.39,337.081,7,cluster0
2452,624.7,179.035,7,cluster0
2453,624.888,211.609,7,cluster0
2454,624.934,258.239,7,cluster0
2455,625.317,181.469,7,cluster0
2456,625.415,227.66,7,cluster0
2457,625.65,167.6,7,cluster0
2458,625.769,140.199,7,cluster0
2459,625.928,253.514,7,cluster0
2460,626.089,307.353,7,cluster0
2461,626.213,284.3,7,cluster0
2462,626.377,273.54,7,cluster0
2463,626.545,237.412,7,cluster0
2464,626.826,294.339,7,cluster0
2465,626.985,140.82,7,cluster0
2466,627.252,273.933,7,cluster0
2467,627.39,272.513,7,cluster0
2468,627.436,125.475,7,cluster0
2469,627.515,314.964,7,cluster0
2470,627.756,237.811,7,cluster0
2471,627.971,188.982,7,cluster0
2472,628.566,262.255,7,cluster0
2473,628.944,130.454,7,cluster0
2474,629.396,169.871,7,cluster0
2475,629.657,140.104,7,cluster0
2476,629.783,140.089,7,cluster0
2477,630.164,198.043,7,cluster0
2478,630.334,167.752,7,cluster0
2479,630.471,293.513,7,cluster0
2480,630.876,313.745,7,cluster0
2481,631.366,155.726,7,cluster0
2482,631.727,135.269,7,cluster0
2483,631.99,187.382,7,cluster0
2484,632.044,191.112,7,cluster0
2485,632.247,144.479,7,cluster0
2486,633.195,164.1,7,cluster0
2487,633.8,104.46,7,cluster0
2488,634.52,157.802,7,cluster0
2489,635.519,151.448,7,cluster0
2490,636.629,98.137,7,cluster0
2491,637.155,133.187,7,cluster0
2492,637.985,129.206,7,cluster0
2493,638.43,123.668,7,cluster0
2494,639.189,146.078,7,cluster0
2495,639.913,101.291,7,cluster0
2496,640.398,146.905,7,cluster0
2497,640.874,88.532,7,cluster0
2498,641.526,71.193,7,cluster0
2499,641.833,130.098,7,cluster0
2500,642.096,134.914,7,cluster0
2501,642.65,66.026,7,cluster0
2502,642.931,72.046,7,cluster0
2503,643.305,70.147,7,cluster0
2504,644.189,105.402,7,cluster0
2505,644.326,87.593,7,cluster0
2506,644.568,67.488,7,cluster0
2507,644.897,97.698,7,cluster0
2508,646.183,73.295,7,cluster0
2509,646.309,134.465,7,cluster0
2510,647.109,96.616,7,cluster0
2511,647.336,62.26,7,cluster0
2512,647.832,77.936,7,cluster0
2513,648.663,101.896,7,cluster0
2514,649.185,115.621,7,cluster0
2515,649.603,78.791,7,cluster0
2516,651.034,102.031,7,cluster0
2517,651.791,79.026,7,cluster0
2518,651.904,69.127,7,cluster0
2519,653.323,82.183,7,cluster0
2520,653.676,50.756,7,cluster0
2521,654.241,50.978,7,cluster0
2522,654.597,61.231,7,cluster0
2523,654.814,62.109,7,cluster0
2524,655.425,108.417,7,cluster0
2525,656.026,65.508,7,cluster0
2526,656.46,74.5,7,cluster0
2527,656.56,72.458,7,cluster0
2528,656.91,86.43,7,cluster0
2529,657.276,115.197,7,cluster0
2530,657.623,47.035,7,cluster0
2531,657.918,79.095,7,cluster0
2532,658.613,91.878,7,cluster0
2533,659.224,101.421,7,cluster0
2534,659.818,73.144,7,cluster0
2535,660.509,76.084,7,cluster0
2536,661.103,54.241,7,cluster0
2537,661.84,85.89,7,cluster0
2538,662.95,41.143,7,cluster0
2539,663.395,94.227,7,cluster0
2540,664.898,49.236,7,cluster0
2541,665.146,78.25,7,cluster0
2542,665.792,57.659,7,cluster0
2543,666.548,86.523,7,cluster0
2544,667.492,57.099,7,cluster0
2545,668.872,40.505,7,cluster0
2546,669.373,81.047,7,cluster0
2547,670.007,58.479,7,cluster0
2548,671.358,75.474,7,cluster0
2549,672.982,50.898,7,cluster0
2550,674.599,57.592,7,cluster0
